source_id,total points,edges,points covered,coverage frac
5901894,1000000000,1,57433777,0.057433777
5901894,1000000000,2,87148553,0.087148553
5901894,1000000000,3,259161539,0.259161539
5901894,1000000000,4,288002766,0.288002766
5901894,1000000000,5,298124022,0.298124022
5901894,1000000000,6,352257323,0.352257323
5901894,1000000000,7,416075602,0.416075602
5901894,1000000000,8,535709232,0.535709232
5901894,1000000000,9,546457478,0.546457478
5901894,1000000000,10,573597799,0.573597799
5901894,1000000000,11,578376488,0.578376488
5901894,1000000000,12,626563538,0.626563538
5901894,1000000000,13,770130524,0.770130524
5901894,1000000000,14,779274456,0.779274456
5901894,1000000000,15,824571164,0.824571164
5901894,1000000000,16,931062086,0.931062086
5901894,1000000000,17,950291801,0.950291801
5901894,1000000000,18,950669654,0.950669654
5901894,1000000000,19,955076703,0.955076703
5901894,1000000000,20,957076860,0.95707686
5901894,1000000000,21,965757286,0.965757286
5901894,1000000000,22,967388071,0.967388071
5901894,1000000000,23,968953396,0.968953396
5901894,1000000000,24,970150542,0.970150542
5901894,1000000000,25,970638524,0.970638524
5901894,1000000000,26,972536506,0.972536506
5901894,1000000000,27,973666954,0.973666954
5901894,1000000000,28,977416846,0.977416846
5901894,1000000000,29,988131163,0.988131163
5901894,1000000000,30,993791538,0.993791538
5901894,1000000000,31,993923889,0.993923889
5901894,1000000000,32,994050009,0.994050009
5901894,1000000000,33,994905232,0.994905232
5901894,1000000000,34,995100526,0.995100526
5901894,1000000000,35,995172341,0.995172341
5901894,1000000000,36,995627411,0.995627411
5901894,1000000000,37,996463432,0.996463432
5901894,1000000000,38,996535679,0.996535679
5901894,1000000000,39,996655296,0.996655296
5901894,1000000000,40,997087575,0.997087575
5901894,1000000000,41,997266648,0.997266648
5901894,1000000000,42,997569715,0.997569715
5901894,1000000000,43,997615238,0.997615238
5901894,1000000000,44,997741700,0.9977417
5901894,1000000000,45,997859753,0.997859753
5901894,1000000000,46,997877152,0.997877152
5901894,1000000000,47,997941386,0.997941386
5901894,1000000000,48,997984561,0.997984561
5901894,1000000000,49,998002591,0.998002591
5901894,1000000000,50,998100881,0.998100881
5901894,1000000000,51,998439790,0.99843979
5901894,1000000000,52,998443188,0.998443188
5901894,1000000000,53,998458876,0.998458876
5901894,1000000000,54,998475215,0.998475215
5901894,1000000000,55,998582299,0.998582299
5901894,1000000000,56,998594250,0.99859425
5901894,1000000000,57,998675186,0.998675186
5901894,1000000000,58,998693847,0.998693847
5901894,1000000000,59,999116748,0.999116748
5901894,1000000000,60,999151803,0.999151803
5901894,1000000000,61,999184344,0.999184344
5901894,1000000000,62,999219494,0.999219494
5901894,1000000000,63,999232061,0.999232061
5901894,1000000000,64,999237269,0.999237269
5901894,1000000000,65,999251217,0.999251217
5901894,1000000000,66,999296457,0.999296457
5901894,1000000000,67,999328372,0.999328372
5901894,1000000000,68,999333440,0.99933344
5901894,1000000000,69,999347455,0.999347455
5901894,1000000000,70,999351292,0.999351292
5901894,1000000000,71,999391274,0.999391274
5901894,1000000000,72,999406132,0.999406132
5901894,1000000000,73,999515377,0.999515377
5901894,1000000000,74,999526892,0.999526892
5901894,1000000000,75,999539999,0.999539999
5901894,1000000000,76,999541751,0.999541751
5901894,1000000000,77,999544616,0.999544616
5901894,1000000000,78,999559583,0.999559583
5901894,1000000000,79,999564878,0.999564878
5901894,1000000000,80,999573506,0.999573506
5901894,1000000000,81,999576983,0.999576983
5901894,1000000000,82,999678521,0.999678521
5901894,1000000000,83,999678897,0.999678897
5901894,1000000000,84,999681878,0.999681878
5901894,1000000000,85,999747885,0.999747885
5901894,1000000000,86,999749565,0.999749565
5901894,1000000000,87,999753163,0.999753163
5901894,1000000000,88,999757372,0.999757372
5901894,1000000000,89,999759661,0.999759661
5901894,1000000000,90,999761056,0.999761056
5901894,1000000000,91,999769041,0.999769041
5901894,1000000000,92,999785209,0.999785209
5901894,1000000000,93,999788390,0.99978839
5901894,1000000000,94,999792161,0.999792161
5901894,1000000000,95,999798925,0.999798925
5901894,1000000000,96,999804304,0.999804304
5901894,1000000000,97,999807867,0.999807867
5901894,1000000000,98,999810921,0.999810921
5901894,1000000000,99,999830693,0.999830693
5901894,1000000000,100,999841749,0.999841749
5901894,1000000000,101,999843431,0.999843431
5901894,1000000000,102,999843742,0.999843742
5901894,1000000000,103,999844856,0.999844856
5901894,1000000000,104,999845653,0.999845653
5901894,1000000000,105,999852777,0.999852777
5901894,1000000000,106,999853124,0.999853124
5901894,1000000000,107,999853589,0.999853589
5901894,1000000000,108,999858266,0.999858266
5901894,1000000000,109,999859413,0.999859413
5901894,1000000000,110,999872973,0.999872973
5901894,1000000000,111,999873464,0.999873464
5901894,1000000000,112,999876427,0.999876427
5901894,1000000000,113,999917793,0.999917793
5901894,1000000000,114,999918828,0.999918828
5901894,1000000000,115,999918967,0.999918967
5901894,1000000000,116,999920152,0.999920152
5901894,1000000000,117,999920953,0.999920953
5901894,1000000000,118,999921188,0.999921188
5901894,1000000000,119,999923398,0.999923398
5901894,1000000000,120,999923575,0.999923575
5901894,1000000000,121,999924022,0.999924022
5901894,1000000000,122,999924977,0.999924977
5901894,1000000000,123,999925180,0.99992518
5901894,1000000000,124,999927271,0.999927271
5901894,1000000000,125,999927944,0.999927944
5901894,1000000000,126,999930031,0.999930031
5901894,1000000000,127,999930184,0.999930184
5901894,1000000000,128,999931572,0.999931572
5901894,1000000000,129,999933851,0.999933851
5901894,1000000000,130,999934730,0.99993473
5901894,1000000000,131,999939149,0.999939149
5901894,1000000000,132,999942836,0.999942836
5901894,1000000000,133,999945097,0.999945097
5901894,1000000000,134,999945300,0.9999453
5901894,1000000000,135,999945403,0.999945403
5901894,1000000000,136,999945625,0.999945625
5901894,1000000000,137,999946211,0.999946211
5901894,1000000000,138,999946385,0.999946385
5901894,1000000000,139,999946743,0.999946743
5901894,1000000000,140,999960366,0.999960366
5901894,1000000000,141,999961383,0.999961383
5901894,1000000000,142,999961493,0.999961493
5901894,1000000000,143,999961623,0.999961623
5901894,1000000000,144,999962035,0.999962035
5901894,1000000000,145,999964833,0.999964833
5901894,1000000000,146,999965185,0.999965185
5901894,1000000000,147,999971015,0.999971015
5901894,1000000000,148,999972317,0.999972317
5901894,1000000000,149,999972630,0.99997263
5901894,1000000000,150,999973732,0.999973732
5901894,1000000000,151,999974257,0.999974257
5901894,1000000000,152,999974479,0.999974479
5901894,1000000000,153,999974530,0.99997453
5901894,1000000000,154,999976031,0.999976031
5901894,1000000000,155,999976249,0.999976249
5901894,1000000000,156,999976322,0.999976322
