source_id,total points,edges,points covered,coverage frac
702351554,1000000000,1,253542323,0.253542323
702351554,1000000000,2,293979720,0.29397972
702351554,1000000000,3,409936707,0.409936707
702351554,1000000000,4,987565612,0.987565612
702351554,1000000000,5,988577686,0.988577686
702351554,1000000000,6,988718064,0.988718064
702351554,1000000000,7,988877987,0.988877987
702351554,1000000000,8,989155835,0.989155835
702351554,1000000000,9,989234147,0.989234147
702351554,1000000000,10,989526851,0.989526851
702351554,1000000000,11,990342902,0.990342902
702351554,1000000000,12,990412405,0.990412405
702351554,1000000000,13,990541529,0.990541529
702351554,1000000000,14,990889452,0.990889452
702351554,1000000000,15,991047690,0.99104769
702351554,1000000000,16,991172303,0.991172303
702351554,1000000000,17,991337198,0.991337198
702351554,1000000000,18,991434209,0.991434209
702351554,1000000000,19,991463711,0.991463711
702351554,1000000000,20,991534404,0.991534404
702351554,1000000000,21,991583088,0.991583088
702351554,1000000000,22,991819908,0.991819908
702351554,1000000000,23,992132265,0.992132265
702351554,1000000000,24,992216611,0.992216611
702351554,1000000000,25,992232498,0.992232498
702351554,1000000000,26,992283425,0.992283425
702351554,1000000000,27,992316859,0.992316859
702351554,1000000000,28,992749899,0.992749899
702351554,1000000000,29,993159173,0.993159173
702351554,1000000000,30,993165197,0.993165197
702351554,1000000000,31,993235796,0.993235796
702351554,1000000000,32,993299177,0.993299177
702351554,1000000000,33,993305799,0.993305799
702351554,1000000000,34,993311590,0.99331159
702351554,1000000000,35,993324160,0.99332416
702351554,1000000000,36,993329633,0.993329633
702351554,1000000000,37,993336517,0.993336517
702351554,1000000000,38,993449398,0.993449398
702351554,1000000000,39,993505667,0.993505667
702351554,1000000000,40,993544108,0.993544108
702351554,1000000000,41,993573842,0.993573842
702351554,1000000000,42,993587329,0.993587329
702351554,1000000000,43,993591969,0.993591969
702351554,1000000000,44,993676241,0.993676241
702351554,1000000000,45,993697493,0.993697493
702351554,1000000000,46,993825089,0.993825089
702351554,1000000000,47,993879425,0.993879425
702351554,1000000000,48,993890941,0.993890941
702351554,1000000000,49,993925379,0.993925379
702351554,1000000000,50,993984736,0.993984736
702351554,1000000000,51,994000833,0.994000833
702351554,1000000000,52,994014799,0.994014799
702351554,1000000000,53,994028092,0.994028092
702351554,1000000000,54,994135307,0.994135307
702351554,1000000000,55,994276242,0.994276242
702351554,1000000000,56,994297605,0.994297605
702351554,1000000000,57,994309450,0.99430945
702351554,1000000000,58,994313003,0.994313003
702351554,1000000000,59,994370566,0.994370566
702351554,1000000000,60,994384456,0.994384456
702351554,1000000000,61,994387371,0.994387371
702351554,1000000000,62,994396780,0.99439678
702351554,1000000000,63,994403553,0.994403553
702351554,1000000000,64,994472380,0.99447238
702351554,1000000000,65,994546933,0.994546933
702351554,1000000000,66,994553186,0.994553186
702351554,1000000000,67,994573698,0.994573698
702351554,1000000000,68,994701980,0.99470198
702351554,1000000000,69,994713536,0.994713536
702351554,1000000000,70,994720815,0.994720815
702351554,1000000000,71,994740783,0.994740783
702351554,1000000000,72,994775143,0.994775143
702351554,1000000000,73,994836820,0.99483682
702351554,1000000000,74,994860734,0.994860734
702351554,1000000000,75,994871926,0.994871926
702351554,1000000000,76,994880556,0.994880556
702351554,1000000000,77,994922643,0.994922643
702351554,1000000000,78,994928602,0.994928602
702351554,1000000000,79,994952970,0.99495297
702351554,1000000000,80,994959078,0.994959078
702351554,1000000000,81,995072227,0.995072227
702351554,1000000000,82,995124633,0.995124633
702351554,1000000000,83,995150589,0.995150589
702351554,1000000000,84,995379109,0.995379109
702351554,1000000000,85,995424862,0.995424862
702351554,1000000000,86,995950441,0.995950441
702351554,1000000000,87,995956517,0.995956517
702351554,1000000000,88,996042307,0.996042307
702351554,1000000000,89,996057662,0.996057662
702351554,1000000000,90,996067414,0.996067414
702351554,1000000000,91,996077775,0.996077775
702351554,1000000000,92,996090549,0.996090549
702351554,1000000000,93,996114910,0.99611491
702351554,1000000000,94,996150031,0.996150031
702351554,1000000000,95,996157768,0.996157768
702351554,1000000000,96,996193037,0.996193037
702351554,1000000000,97,996208422,0.996208422
702351554,1000000000,98,996228130,0.99622813
702351554,1000000000,99,996238451,0.996238451
702351554,1000000000,100,996248105,0.996248105
702351554,1000000000,101,996251319,0.996251319
702351554,1000000000,102,996344430,0.99634443
702351554,1000000000,103,996346864,0.996346864
702351554,1000000000,104,996347857,0.996347857
702351554,1000000000,105,996356497,0.996356497
702351554,1000000000,106,996363369,0.996363369
702351554,1000000000,107,996379361,0.996379361
702351554,1000000000,108,996380831,0.996380831
702351554,1000000000,109,996390519,0.996390519
702351554,1000000000,110,996392285,0.996392285
702351554,1000000000,111,996394124,0.996394124
